title,score,num_users_voted,num_fb_likes,genres,keywords,synopsis,date,budget,gross
"Monsters, Inc.",8.1,585659,8300.0,animation__adventure__comedy__family__fantasy,monster__scream__friend__rival__little girl,"A city of monsters with no humans called Monstropolis centers around the city's power company, Monsters, Inc. The lovable, confident, tough, furry blue behemoth-like giant monster named James P. Sullivan (better known as Sulley) and his wisecracking best friend, short, green cyclops monster Mike Wazowski, discover what happens when the real world interacts with theirs in the form of a 2-year-old baby girl dubbed ""Boo,"" who accidentally sneaks into the monster world with Sulley one night. And now it's up to Sulley and Mike to send Boo back in her door before anybody finds out, especially two evil villains such as Sulley's main rival as a scarer, chameleon-like Randall (a monster that Boo is very afraid of), who possesses the ability to change the color of his skin, and Mike and Sulley's boss Mr. Waternoose, the chairman and chief executive officer of Monsters, Inc.",2013-04-26,115000000,289907418
The Wolverine,6.7,328067,68000.0,action__adventure__sci-fi__thriller,regeneration__self healing__healing power__marvel comics__mecha,"In modern day Japan, Wolverine is out of his depth in an unknown world as he faces his ultimate nemesis in a life-or-death battle that will leave him forever changed. Vulnerable for the first time and pushed to his physical and emotional limits, he confronts not only lethal samurai steel but also his inner struggle against his own immortality, emerging more powerful than we have ever seen him before.",2013-11-29,120000000,132550960
Star Wars: Episode I - The Phantom Menace,6.5,534658,13000.0,action__adventure__fantasy__sci-fi,alien__seven word title__character says i have a bad feeling about this__hand to hand combat__wilhelm scream,"The evil Trade Federation, led by Nute Gunray is planning to take over the peaceful world of Naboo. Jedi Knights Qui-Gon Jinn and Obi-Wan Kenobi are sent to confront the leaders. But not everything goes to plan. The two Jedi escape, and along with their new Gungan friend, Jar Jar Binks head to Naboo to warn Queen Amidala, but droids have already started to capture Naboo and the Queen is not safe there. Eventually, they land on Tatooine, where they become friends with a young boy known as Anakin Skywalker. Qui-Gon is curious about the boy, and sees a bright future for him. The group must now find a way of getting to Coruscant and to finally solve this trade dispute, but there is someone else hiding in the shadows. Are the Sith really extinct? Is the Queen really who she says she is? And what's so special about this young boy?",2012-06-01,115000000,474544677
The Croods,7.3,150618,28000.0,animation__adventure__comedy__family__fantasy,cave__caveman__survival__journey__strict father,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",2013-09-13,135000000,187165546
Asterix at the Olympic Games,5.1,20567,291.0,adventure__comedy__family__fantasy,magical potion__1st century b.c.__local blockbuster__lightsaber__potion,Ast?rix and Ob?lix compete at the Olympics in order to help their friend Lovesix marry Princess Irina. Brutus also tries to win the game with his own team and get rid of his father Julius Caesar.,2013-09-13,,[]
Windtalkers,6.0,55994,2800.0,action__drama__war,u.s. soldier__steel helmet__code__duty__u.s. marine,"During World War II when the Americans needed to find a secure method of communicating they devised a code using the Navajo language. So Navajos were recruited to become what they call code talkers. They would be assigned to a unit and would communicate with other units using the code so that even though the enemy could listen they couldn't understand what they were saying. And to insure that the code is protected men are assigned to protect it at all costs. One of these men is Joe Enders, a man who sustained an injury that can make him unfit for duty but he manages to avoid it and is told of his duty and that the man he is suppose to protect is Ben Yahzee. Initially there is tension but the two men learn to get along.",2002-10-04,115000000,40911830
The Huntsman: Winter's War,6.1,37750,16000.0,action__adventure__drama__fantasy,fairy tale__based on fairy tale__dark fantasy__second part__sequel,"The evil Ravenna finds that her sister Freya is pregnant and in love with a noble. Freya gives birth to a baby girl but her beloved lover murders the baby and her rage unleashes ice powers and she kills him. Freya heads to North and builds a palace and an army that captures children from the villages to be raised as soldiers without love. Years later, their children Eric and Sara are grown-up and in love with each other. They plan to flee from the castle, but Freya finds and builds an ice wall between them. Eric sees Sara being murdered stabbed on her back by their friend Tull and he is dumped in a frozen river but he survives. Eric, a.k.a. The huntsman grieves the death of his beloved Sara on a daily basis. One day, Snow White is ill and her husband seeks out Eric to tell that the Magic Mirror was taken while carried to a place called Sanctuary. Eric teams-up with two dwarfs to find the mirror, but they are attacked by Freya army and saved by Sara that is alive. She tells that she ...",2016-06-10,115000000,47952020
Teenage Mutant Ninja Turtles,5.9,167085,62000.0,action__adventure__comedy__sci-fi,turtle__ninja__sewer__mutant__18 wheeler,Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April O'Neil and her cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,2014-11-07,125000000,190871240
Gravity,7.8,582917,147000.0,adventure__drama__sci-fi__thriller,space__space station__long take__box office hit__sole survivor,Dr. Ryan Stone (,2014-05-02,100000000,274084951
Dante's Peak,5.8,62271,1800.0,action__adventure__thriller,volcano__mayor__lava__ash__escape,Volcanologist Harry Dalton and mayor Rachel Wando of Dante's Peak try to convince the city council and the other volcanologists that the volcano right above Dante's peak is indeed dangerous. People's safety is being set against economical interests.,1997-06-06,116000000,67155742
Teenage Mutant Ninja Turtles: Out of the Shadows,6.3,17533,12000.0,action__adventure__comedy__sci-fi,sequel__based on comic book__turtle__rat__brother brother relationship,"The Turtles continue to live in the shadows and no one knows they were the ones who took down Shredder. And Vernon is the one everyone thinks is the one who took Shredder down. April O'Neill does some snooping and learns a scientist named, Baxter Stockman is working for Shredder. He plans to break him out while he's being transported. April tells the turtles who try to stop it but can't. Stockman tries to teleport Shredder but he some how ends up in another dimension and meets a warlord named Krang who instructs Shredder to assemble a teleportation device he sent to Earth a long time ago. He gives Shredder some mutagen which he uses to transform two criminals who were also in the transport with him, Rock Steady and Bebop into mutants. And they set out to find the device. April saw the transformation while investigating Stockman, She would take the mutagen and she would be chased by Shredder's minions, the Foot Clan. He is saved by a man named Casey Jones who was the one who ...",2016-08-05,135000000,81638674
Fantastic Four,4.3,110486,41000.0,action__adventure__sci-fi,box office flop__critically bashed__troubled production__teleportation__portal,"FANTASTIC FOUR, a contemporary re-imagining of Marvel's original and longest-running superhero team, centers on four young outsiders who teleport to an alternate and dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",2015-10-16,120000000,56114221
